Label ID,Full Label,Type Code,SN,Major Type ID,Sub Type ID,Time
2298,320TC9910230002,TC99,10230002,2,82,2024-03-14 09:35:29
2299,320TC9910340005,TC99,10340005,2,82,2024-03-14 09:35:29
2300,320TC9910340007,TC99,10340007,2,82,2024-03-14 09:35:29
2301,320TC9910340006,TC99,10340006,2,82,2024-03-14 09:35:29
2302,320TC9910340001,TC99,10340001,2,82,2024-03-14 09:35:29
2303,320TC9910230008,TC99,10230008,2,82,2024-03-14 09:35:29
2304,320TC9910340003,TC99,10340003,2,82,2024-03-14 09:35:29
2305,320TC9910340002,TC99,10340002,2,82,2024-03-14 09:35:29
2306,320MLF3WXSB0004,MLF3W,XSB0004,7,364,2024-03-14 09:35:29
2307,320CBTXC2000030,XXXXXX,000030,1,1,2024-03-14 09:35:29
2308,320MLF3WXSB0005,MLF3W,XSB0005,7,364,2024-03-14 09:35:29
2309,320MLF3WXSB0002,MLF3W,XSB0002,7,364,2024-03-14 09:35:29
2310,320CBTXA2000031,XXXXXX,000031,1,1,2024-03-14 09:35:29
2311,320CBTXA2000030,XXXXXX,000030,1,1,2024-03-14 09:35:29
2312,320CBTXA2000033,XXXXXX,000033,1,1,2024-03-14 09:35:29
2313,320CBTXA2000032,XXXXXX,000032,1,1,2024-03-14 09:35:30
2314,320CBTXA2000035,XXXXXX,000035,1,1,2024-03-14 09:35:30
2315,320CBTXA2000034,XXXXXX,000034,1,1,2024-03-14 09:35:30
2316,320CBTXA2000037,XXXXXX,000037,1,1,2024-03-14 09:35:30
2317,320CBTXA2000036,XXXXXX,000036,1,1,2024-03-14 09:35:30
2318,320CBTXA2000039,XXXXXX,000039,1,1,2024-03-14 09:35:30
2319,320CBTXA2000038,XXXXXX,000038,1,1,2024-03-14 09:35:30
2320,320MLF3WXSB0003,MLF3W,XSB0003,7,364,2024-03-14 09:35:30
2321,320EL0300000039,EL0300,000039,24,982,2024-03-14 09:35:30
2322,320EL0300000038,EL0300,000038,24,982,2024-03-14 09:35:30
2323,320EL0300000033,EL0300,000033,24,982,2024-03-14 09:35:30
2324,320EL0300000032,EL0300,000032,24,982,2024-03-14 09:35:30
2325,320EL0300000031,EL0300,000031,24,982,2024-03-14 09:35:30
2326,320EL0300000030,EL0300,000030,24,982,2024-03-14 09:35:30
2327,320EL0300000037,EL0300,000037,24,982,2024-03-14 09:35:30
2328,320EL0300000036,EL0300,000036,24,982,2024-03-14 09:35:30
2329,320EL0300000035,EL0300,000035,24,982,2024-03-14 09:35:30
2330,320EL0300000034,EL0300,000034,24,982,2024-03-14 09:35:30
2331,320WW30A3000005,WW30A3,000005,4,101,2024-03-14 09:35:30
2332,320WW30A3000004,WW30A3,000004,4,101,2024-03-14 09:35:30
2333,320WW30A3000007,WW30A3,000007,4,101,2024-03-14 09:35:30
2334,320WW30A3000006,WW30A3,000006,4,101,2024-03-14 09:35:30
2335,320WW30A3000009,WW30A3,000009,4,101,2024-03-14 09:35:30
2336,320WW30A3000008,WW30A3,000008,4,101,2024-03-14 09:35:30
2338,320BC9910110009,BC99,10110009,6,82,2024-03-14 09:35:30
2339,320MLF3WSBX0008,MLF3W,SBX0008,7,364,2024-03-14 09:35:30
2340,320MLF3WSBX0009,MLF3W,SBX0009,7,364,2024-03-14 09:35:30
2341,320BC9000160007,BC90,00160007,6,89,2024-03-14 09:35:30
2342,320MLF3WSBX0001,MLF3W,SBX0001,7,364,2024-03-14 09:35:30
2343,320MLF3WSBX0002,MLF3W,SBX0002,7,364,2024-03-14 09:35:30
2344,320BC9000160006,BC90,00160006,6,89,2024-03-14 09:35:30
2345,320MLF3WSBX0004,MLF3W,SBX0004,7,364,2024-03-14 09:35:30
2346,320MLF3WSBX0005,MLF3W,SBX0005,7,364,2024-03-14 09:35:30
2347,320MLF3WSBX0006,MLF3W,SBX0006,7,364,2024-03-14 09:35:30
2348,320MLF3WSBX0007,MLF3W,SBX0007,7,364,2024-03-14 09:35:30
2349,320TC9910460006,TC99,10460006,2,82,2024-03-14 09:35:30
2350,320TC9910460007,TC99,10460007,2,82,2024-03-14 09:35:30
2351,320TC9910460004,TC99,10460004,2,82,2024-03-14 09:35:30
2352,320TC9910460005,TC99,10460005,2,82,2024-03-14 09:35:30
2353,320TC9910460002,TC99,10460002,2,82,2024-03-14 09:35:30
2354,320TC9910460003,TC99,10460003,2,82,2024-03-14 09:35:30
2355,320TC9910460001,TC99,10460001,2,82,2024-03-14 09:35:31
2356,320TC9910460008,TC99,10460008,2,82,2024-03-14 09:35:31
2357,320MLF3WXSB0001,MLF3W,XSB0001,7,364,2024-03-14 09:35:31
2358,320TC9910120006,TC99,10120006,2,82,2024-03-14 09:35:31
2359,320100300000014,100300,000014,24,982,2024-03-14 09:35:31
2360,320100300000011,100300,000011,24,982,2024-03-14 09:35:31
2361,320100300000010,100300,000010,24,982,2024-03-14 09:35:31
2362,320100300000013,100300,000013,24,982,2024-03-14 09:35:31
2363,320100300000012,100300,000012,24,982,2024-03-14 09:35:31
2364,320TC9910440008,TC99,10440008,2,82,2024-03-14 09:35:31
2365,320EL0310000010,EL0310,000010,24,980,2024-03-14 09:35:31
2366,320EL0310000011,EL0310,000011,24,980,2024-03-14 09:35:31
2367,320WW20A1000001,WW20A1,000001,4,105,2024-03-14 09:35:31
2368,320WW20A1000002,WW20A1,000002,4,105,2024-03-14 09:35:31
2369,320WW20A1000004,WW20A1,000004,4,105,2024-03-14 09:35:31
2370,320WW20A1000005,WW20A1,000005,4,105,2024-03-14 09:35:31
2371,320WW20A1000006,WW20A1,000006,4,105,2024-03-14 09:35:31
2372,320WW20A1000007,WW20A1,000007,4,105,2024-03-14 09:35:31
2373,320TC9910140008,TC99,10140008,2,82,2024-03-14 09:35:31
2374,320TC9910140003,TC99,10140003,2,82,2024-03-14 09:35:31
2375,320TC9910140002,TC99,10140002,2,82,2024-03-14 09:35:31
2376,320TC9910140001,TC99,10140001,2,82,2024-03-14 09:35:31
2377,320TC9910140007,TC99,10140007,2,82,2024-03-14 09:35:31
2378,320TC9910140006,TC99,10140006,2,82,2024-03-14 09:35:31
2379,320TC9910140005,TC99,10140005,2,82,2024-03-14 09:35:31
2380,320TC9910140004,TC99,10140004,2,82,2024-03-14 09:35:31
2381,320BC9000100007,BC90,00100007,6,89,2024-03-14 09:35:31
2382,320BC9000100006,BC90,00100006,6,89,2024-03-14 09:35:31
2383,320BC9000100005,BC90,00100005,6,89,2024-03-14 09:35:31
2384,320BC9000100004,BC90,00100004,6,89,2024-03-14 09:35:31
2385,320BC9000100003,BC90,00100003,6,89,2024-03-14 09:35:31
2386,320BC9000100002,BC90,00100002,6,89,2024-03-14 09:35:31
2387,320BC9000100001,BC90,00100001,6,89,2024-03-14 09:35:31
2388,320CBTXB2000005,XXXXXX,000005,1,1,2024-03-14 09:35:31
2389,320CBTXB2000004,XXXXXX,000004,1,1,2024-03-14 09:35:31
2390,320CBTXB2000007,XXXXXX,000007,1,1,2024-03-14 09:35:31
2391,320CBTXC2000034,XXXXXX,000034,1,1,2024-03-14 09:35:31
2392,320CBTXB2000001,XXXXXX,000001,1,1,2024-03-14 09:35:31
2393,320WW11A1000002,WW11A1,000002,4,103,2024-03-14 09:35:31
2394,320WW11A1000003,WW11A1,000003,4,103,2024-03-14 09:35:31
2395,320WW11A1000004,WW11A1,000004,4,103,2024-03-14 09:35:31
2396,320CBTXB2000003,XXXXXX,000003,1,1,2024-03-14 09:35:31
2397,320EL0300000028,EL0300,000028,24,982,2024-03-14 09:35:31
2398,320EL0300000029,EL0300,000029,24,982,2024-03-14 09:35:31
2399,320TC9910320005,TC99,10320005,2,82,2024-03-14 09:35:31
2400,320EL0300000020,EL0300,000020,24,982,2024-03-14 09:35:31
2401,320EL0300000021,EL0300,000021,24,982,2024-03-14 09:35:31
2402,320EL0300000022,EL0300,000022,24,982,2024-03-14 09:35:31
2403,320EL0300000023,EL0300,000023,24,982,2024-03-14 09:35:32
2404,320EL0300000024,EL0300,000024,24,982,2024-03-14 09:35:32
2405,320EL0300000025,EL0300,000025,24,982,2024-03-14 09:35:32
2406,320EL0300000026,EL0300,000026,24,982,2024-03-14 09:35:32
2407,320EL0300000027,EL0300,000027,24,982,2024-03-14 09:35:32
2408,320TI9910010007,TI99,10010007,19,82,2024-03-14 09:35:32
2409,320TI9910010006,TI99,10010006,19,82,2024-03-14 09:35:32
2410,320TI9910010005,TI99,10010005,19,82,2024-03-14 09:35:32
2411,320TI9910010004,TI99,10010004,19,82,2024-03-14 09:35:32
2412,320TI9910010002,TI99,10010002,19,82,2024-03-14 09:35:32
2413,320CBTXA2000028,XXXXXX,000028,1,1,2024-03-14 09:35:32
2414,320CBTXA2000029,XXXXXX,000029,1,1,2024-03-14 09:35:32
2415,320CBTXA2000027,XXXXXX,000027,1,1,2024-03-14 09:35:32
2416,320CBTXA2000023,XXXXXX,000023,1,1,2024-03-14 09:35:32
2417,320CBTXA2000020,XXXXXX,000020,1,1,2024-03-14 09:35:32
2418,320TI9910010008,TI99,10010008,19,82,2024-03-14 09:35:32
2419,320CBTXD2000045,XXXXXX,000045,1,1,2024-03-14 09:35:32
2420,320CBTXD2000044,XXXXXX,000044,1,1,2024-03-14 09:35:32
2421,320100300000008,100300,000008,24,982,2024-03-14 09:35:32
2422,320100300000009,100300,000009,24,982,2024-03-14 09:35:32
2423,320100300000002,100300,000002,24,982,2024-03-14 09:35:32
2424,320100300000003,100300,000003,24,982,2024-03-14 09:35:32
2425,320100300000001,100300,000001,24,982,2024-03-14 09:35:32
2426,320100300000006,100300,000006,24,982,2024-03-14 09:35:32
2427,320100300000007,100300,000007,24,982,2024-03-14 09:35:32
2428,320100300000004,100300,000004,24,982,2024-03-14 09:35:32
2429,320100300000005,100300,000005,24,982,2024-03-14 09:35:32
2430,320EL0310000020,EL0310,000020,24,980,2024-03-14 09:35:32
2431,320TC9910350004,TC99,10350004,2,82,2024-03-14 09:35:32
2432,320TC9910350005,TC99,10350005,2,82,2024-03-14 09:35:32
2433,320TC9910350006,TC99,10350006,2,82,2024-03-14 09:35:32
2434,320TC9910350007,TC99,10350007,2,82,2024-03-14 09:35:32
2435,320TC9910350001,TC99,10350001,2,82,2024-03-14 09:35:32
2436,320TC9910350002,TC99,10350002,2,82,2024-03-14 09:35:32
2437,320TC9910350003,TC99,10350003,2,82,2024-03-14 09:35:32
2438,320TC9910320008,TC99,10320008,2,82,2024-03-14 09:35:32
2439,320TC9910430003,TC99,10430003,2,82,2024-03-14 09:35:32
2440,320TC9910430002,TC99,10430002,2,82,2024-03-14 09:35:32
2441,320TC9910430001,TC99,10430001,2,82,2024-03-14 09:35:32
2442,320TC9910430007,TC99,10430007,2,82,2024-03-14 09:35:32
2443,320TC9910430006,TC99,10430006,2,82,2024-03-14 09:35:32
2444,320TC9910430005,TC99,10430005,2,82,2024-03-14 09:35:32
2445,320TC9910430004,TC99,10430004,2,82,2024-03-14 09:35:32
2446,320TC9910430008,TC99,10430008,2,82,2024-03-14 09:35:32
2447,320BC9000110006,BC90,00110006,6,89,2024-03-14 09:35:32
2448,320BC9000110007,BC90,00110007,6,89,2024-03-14 09:35:32
2449,320BC9000110004,BC90,00110004,6,89,2024-03-14 09:35:32
2450,320BC9000110005,BC90,00110005,6,89,2024-03-14 09:35:32
2451,320BC9000110002,BC90,00110002,6,89,2024-03-14 09:35:32
2452,320BC9000110003,BC90,00110003,6,89,2024-03-14 09:35:32
2453,320TC9910020005,TC99,10020005,2,82,2024-03-14 09:35:33
2454,320XL1001000014,XL10,01000014,14,430,2024-03-14 09:35:33
2455,320XL1001000013,XL10,01000013,14,430,2024-03-14 09:35:33
2456,320XL1001000012,XL10,01000012,14,430,2024-03-14 09:35:33
2457,320XL1001000011,XL10,01000011,14,430,2024-03-14 09:35:33
2458,320XL1001000010,XL10,01000010,14,430,2024-03-14 09:35:33
2459,320MHF1WXNT0010,MHF1W,XNT0010,8,386,2024-03-14 09:35:33
2460,320TC9910150008,TC99,10150008,2,82,2024-03-14 09:35:33
2461,320TC9910150002,TC99,10150002,2,82,2024-03-14 09:35:33
2462,320TC9910150003,TC99,10150003,2,82,2024-03-14 09:35:33
2463,320TC9910150001,TC99,10150001,2,82,2024-03-14 09:35:33
2464,320TC9910150006,TC99,10150006,2,82,2024-03-14 09:35:33
2465,320TC9910150007,TC99,10150007,2,82,2024-03-14 09:35:33
2466,320TC9910150004,TC99,10150004,2,82,2024-03-14 09:35:33
2467,320TC9910150005,TC99,10150005,2,82,2024-03-14 09:35:33
2468,320WE20B1000007,WE20B1,000007,17,443,2024-03-14 09:35:33
2469,320WE20B1000006,WE20B1,000006,17,443,2024-03-14 09:35:33
2470,320WE20B1000005,WE20B1,000005,17,443,2024-03-14 09:35:33
2471,320WE20B1000004,WE20B1,000004,17,443,2024-03-14 09:35:33
2472,320WE20B1000009,WE20B1,000009,17,443,2024-03-14 09:35:33
2473,320WE20B1000008,WE20B1,000008,17,443,2024-03-14 09:35:33
2474,320EL0300000015,EL0300,000015,24,982,2024-03-14 09:35:33
2475,320EL0300000014,EL0300,000014,24,982,2024-03-14 09:35:33
2476,320EL0300000017,EL0300,000017,24,982,2024-03-14 09:35:33
2477,320EL0300000016,EL0300,000016,24,982,2024-03-14 09:35:33
2478,320EL0300000011,EL0300,000011,24,982,2024-03-14 09:35:33
2479,320EL0300000010,EL0300,000010,24,982,2024-03-14 09:35:33
2480,320EL0300000013,EL0300,000013,24,982,2024-03-14 09:35:33
2481,320EL0300000012,EL0300,000012,24,982,2024-03-14 09:35:33
2482,320EL0300000019,EL0300,000019,24,982,2024-03-14 09:35:33
2483,320EL0300000018,EL0300,000018,24,982,2024-03-14 09:35:33
2484,320CBTXA2000050,XXXXXX,000050,1,1,2024-03-14 09:35:33
2485,320CBTXB2000041,XXXXXX,000041,1,1,2024-03-14 09:35:33
2486,320CBTXB2000040,XXXXXX,000040,1,1,2024-03-14 09:35:33
2487,320CBTXB2000043,XXXXXX,000043,1,1,2024-03-14 09:35:33
2488,320CBTXB2000042,XXXXXX,000042,1,1,2024-03-14 09:35:33
2489,320CBTXB2000045,XXXXXX,000045,1,1,2024-03-14 09:35:33
2490,320CBTXB2000044,XXXXXX,000044,1,1,2024-03-14 09:35:33
2491,320CBTXB2000047,XXXXXX,000047,1,1,2024-03-14 09:35:33
2492,320CBTXB2000046,XXXXXX,000046,1,1,2024-03-14 09:35:33
2493,320CBTXB2000049,XXXXXX,000049,1,1,2024-03-14 09:35:34
2494,320CBTXB2000048,XXXXXX,000048,1,1,2024-03-14 09:35:34
2495,320BC9000010005,BC90,00010005,6,89,2024-03-14 09:35:34
2496,320BC9000010004,BC90,00010004,6,89,2024-03-14 09:35:34
2497,320BC9000010007,BC90,00010007,6,89,2024-03-14 09:35:34
2498,320BC9000010006,BC90,00010006,6,89,2024-03-14 09:35:34
2499,320BC9000010001,BC90,00010001,6,89,2024-03-14 09:35:34
2500,320BC9000010003,BC90,00010003,6,89,2024-03-14 09:35:34
2501,320BC9000010002,BC90,00010002,6,89,2024-03-14 09:35:34
2503,320BC9000110001,BC90,00110001,6,89,2024-03-14 09:35:34
2504,320MLF3WXCM0001,MLF3W,XCM0001,7,364,2024-03-14 09:35:34
2505,320MLF3WXCM0003,MLF3W,XCM0003,7,364,2024-03-14 09:35:34
2506,320MLF3WXCM0002,MLF3W,XCM0002,7,364,2024-03-14 09:35:34
2507,320MLF3WXCM0005,MLF3W,XCM0005,7,364,2024-03-14 09:35:34
2508,320MLF3WXCM0004,MLF3W,XCM0004,7,364,2024-03-14 09:35:34
2509,320MLF3WXCM0007,MLF3W,XCM0007,7,364,2024-03-14 09:35:34
2510,320MLF3WXCM0006,MLF3W,XCM0006,7,364,2024-03-14 09:35:34
2511,320MLF3WXCM0009,MLF3W,XCM0009,7,364,2024-03-14 09:35:34
2512,320MLF3WXCM0008,MLF3W,XCM0008,7,364,2024-03-14 09:35:34
2513,320TC9910100008,TC99,10100008,2,82,2024-03-14 09:35:34
2514,320TC9910100007,TC99,10100007,2,82,2024-03-14 09:35:34
2515,320TC9910100006,TC99,10100006,2,82,2024-03-14 09:35:34
2516,320TC9910100005,TC99,10100005,2,82,2024-03-14 09:35:34
2517,320TC9910100004,TC99,10100004,2,82,2024-03-14 09:35:34
2518,320TC9910100003,TC99,10100003,2,82,2024-03-14 09:35:34
2519,320TC9910100002,TC99,10100002,2,82,2024-03-14 09:35:34
2520,320TC9910100001,TC99,10100001,2,82,2024-03-14 09:35:34
2521,320MLR3CXSB0010,MLR3C,XSB0010,7,359,2024-03-14 09:35:34
2522,320MHF1CXNT0001,MHF1C,XNT0001,8,379,2024-03-14 09:35:34
2523,320TC9910080016,TC99,10080016,2,82,2024-03-14 09:35:34
2524,320TC9910080015,TC99,10080015,2,82,2024-03-14 09:35:34
2525,320TC9910080014,TC99,10080014,2,82,2024-03-14 09:35:34
2526,320TC9910080013,TC99,10080013,2,82,2024-03-14 09:35:34
2527,320TC9910080012,TC99,10080012,2,82,2024-03-14 09:35:34
2528,320TC9910080011,TC99,10080011,2,82,2024-03-14 09:35:34
2529,320TC9910080010,TC99,10080010,2,82,2024-03-14 09:35:34
2530,320TC9910090022,TC99,10090022,2,82,2024-03-14 09:35:34
2531,320XL1001000004,XL10,01000004,14,430,2024-03-14 09:35:34
2532,320XL1001000005,XL10,01000005,14,430,2024-03-14 09:35:34
2533,320XL1001000006,XL10,01000006,14,430,2024-03-14 09:35:34
2534,320XL1001000007,XL10,01000007,14,430,2024-03-14 09:35:34
2535,320XL1001000001,XL10,01000001,14,430,2024-03-14 09:35:34
2536,320XL1001000002,XL10,01000002,14,430,2024-03-14 09:35:34
2537,320XL1001000003,XL10,01000003,14,430,2024-03-14 09:35:34
2538,320XL1001000008,XL10,01000008,14,430,2024-03-14 09:35:34
2539,320XL1001000009,XL10,01000009,14,430,2024-03-14 09:35:34
2540,320TC9910120023,TC99,10120023,2,82,2024-03-14 09:35:34
2541,320TC9910120021,TC99,10120021,2,82,2024-03-14 09:35:34
2542,320TC9910120020,TC99,10120020,2,82,2024-03-14 09:35:34
2543,320TC9910120024,TC99,10120024,2,82,2024-03-14 09:35:34
2544,320TC9910010008,TC99,10010008,2,82,2024-03-14 09:35:34
2545,320TC9910240002,TC99,10240002,2,82,2024-03-14 09:35:34
2546,320TC9910240003,TC99,10240003,2,82,2024-03-14 09:35:34
2547,320TC9910240001,TC99,10240001,2,82,2024-03-14 09:35:35
2548,320TC9910240006,TC99,10240006,2,82,2024-03-14 09:35:35
2549,320TC9910240007,TC99,10240007,2,82,2024-03-14 09:35:35
2550,320TC9910240004,TC99,10240004,2,82,2024-03-14 09:35:35
2551,320TC9910240005,TC99,10240005,2,82,2024-03-14 09:35:35
2552,320MHF1WXNT0005,MHF1W,XNT0005,8,386,2024-03-14 09:35:35
2553,320MHF1WXNT0004,MHF1W,XNT0004,8,386,2024-03-14 09:35:35
2554,320TC9910240008,TC99,10240008,2,82,2024-03-14 09:35:35
2555,320MHF1WXNT0006,MHF1W,XNT0006,8,386,2024-03-14 09:35:35
2556,320MHF1WXNT0001,MHF1W,XNT0001,8,386,2024-03-14 09:35:35
2557,320MHF1WXNT0003,MHF1W,XNT0003,8,386,2024-03-14 09:35:35
2558,320MHF1WXNT0002,MHF1W,XNT0002,8,386,2024-03-14 09:35:35
2559,320EL0300000008,EL0300,000008,24,982,2024-03-14 09:35:35
2560,320MLF1CXSB0010,XXXXXX,SB0010,1,1,2024-03-14 09:35:35
2561,320EL0300000002,EL0300,000002,24,982,2024-03-14 09:35:35
2562,320EL0300000003,EL0300,000003,24,982,2024-03-14 09:35:35
2563,320EL0300000001,EL0300,000001,24,982,2024-03-14 09:35:35
2564,320EL0300000006,EL0300,000006,24,982,2024-03-14 09:35:35
2565,320EL0300000004,EL0300,000004,24,982,2024-03-14 09:35:35
2566,320EL0300000005,EL0300,000005,24,982,2024-03-14 09:35:35
2567,320TC9910020003,TC99,10020003,2,82,2024-03-14 09:35:35
2568,320EL0310000021,EL0310,000021,24,980,2024-03-14 09:35:35
2569,320EL0310000028,EL0310,000028,24,980,2024-03-14 09:35:35
2570,320CBTXA2000048,XXXXXX,000048,1,1,2024-03-14 09:35:35
2571,320CBTXA2000049,XXXXXX,000049,1,1,2024-03-14 09:35:35
2572,320CBTXA2000040,XXXXXX,000040,1,1,2024-03-14 09:35:35
2573,320CBTXA2000041,XXXXXX,000041,1,1,2024-03-14 09:35:35
2574,320CBTXA2000042,XXXXXX,000042,1,1,2024-03-14 09:35:35
2575,320CBTXA2000043,XXXXXX,000043,1,1,2024-03-14 09:35:35
2576,320CBTXA2000044,XXXXXX,000044,1,1,2024-03-14 09:35:35
2577,320CBTXA2000045,XXXXXX,000045,1,1,2024-03-14 09:35:35
2578,320CBTXA2000046,XXXXXX,000046,1,1,2024-03-14 09:35:35
2579,320CBTXA2000047,XXXXXX,000047,1,1,2024-03-14 09:35:35
2580,320CBTXB2000050,XXXXXX,000050,1,1,2024-03-14 09:35:35
2581,320TC9920010001,TC99,20010001,2,82,2024-03-14 09:35:35
2582,320TC9920010002,TC99,20010002,2,82,2024-03-14 09:35:35
2583,320TC9920010003,TC99,20010003,2,82,2024-03-14 09:35:35
2584,320TC9920010004,TC99,20010004,2,82,2024-03-14 09:35:35
2585,320TC9920010005,TC99,20010005,2,82,2024-03-14 09:35:35
2586,320TC9920010006,TC99,20010006,2,82,2024-03-14 09:35:35
2587,320TC9920010007,TC99,20010007,2,82,2024-03-14 09:35:35
2588,320TC9920010008,TC99,20010008,2,82,2024-03-14 09:35:35
2589,320MLF3WXIH0005,MLF3W,XIH0005,7,364,2024-03-14 09:35:35
2590,320MLF3WXCM0010,MLF3W,XCM0010,7,364,2024-03-14 09:35:35
2591,320MLR3CXSB0008,MLR3C,XSB0008,7,359,2024-03-14 09:35:35
2592,320MLR3CXSB0009,MLR3C,XSB0009,7,359,2024-03-14 09:35:35
2593,320MLR3CXSB0005,MLR3C,XSB0005,7,359,2024-03-14 09:35:35
2594,320TC9910110012,TC99,10110012,2,82,2024-03-14 09:35:35
2595,320TC9910080004,TC99,10080004,2,82,2024-03-14 09:35:35
2596,320TC9910080005,TC99,10080005,2,82,2024-03-14 09:35:35
2597,320TC9910080006,TC99,10080006,2,82,2024-03-14 09:35:35
2598,320TC9910080007,TC99,10080007,2,82,2024-03-14 09:35:36
2599,320TC9910080001,TC99,10080001,2,82,2024-03-14 09:35:36
2600,320TC9910080002,TC99,10080002,2,82,2024-03-14 09:35:36
2601,320TC9910080003,TC99,10080003,2,82,2024-03-14 09:35:36
2602,320TC9910080008,TC99,10080008,2,82,2024-03-14 09:35:36
2603,320TC9910080009,TC99,10080009,2,82,2024-03-14 09:35:36
2604,320TC9910290008,TC99,10290008,2,82,2024-03-14 09:35:36
2605,320TC9910290007,TC99,10290007,2,82,2024-03-14 09:35:36
2606,320TC9910290006,TC99,10290006,2,82,2024-03-14 09:35:36
2607,320TC9910290005,TC99,10290005,2,82,2024-03-14 09:35:36
2608,320TC9910290004,TC99,10290004,2,82,2024-03-14 09:35:36
2609,320TC9910290003,TC99,10290003,2,82,2024-03-14 09:35:36
2610,320TC9910290002,TC99,10290002,2,82,2024-03-14 09:35:36
