LABEL_TYPECODE,SERIAL_NUMBER,BARCODE,LOCATION,INSTITUTION,MANUFACTURER,NAME_LABEL,PRODUCTION_DATE,BATCH_NUMBER,COMMENT_DESCRIPTION
WE-20B1,320WE20B1EA0025,320WE20B1EA0025,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0025,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0026,320WE20B1EA0026,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0026,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0027,320WE20B1EA0027,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0027,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0028,320WE20B1EA0028,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0028,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0029,320WE20B1EA0029,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0029,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0030,320WE20B1EA0030,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0030,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0031,320WE20B1EA0031,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0031,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0032,320WE20B1EA0032,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0032,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0033,320WE20B1EA0033,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0033,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0034,320WE20B1EA0034,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0034,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0035,320WE20B1EA0035,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0035,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0036,320WE20B1EA0036,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0036,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0037,320WE20B1EA0037,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0037,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0038,320WE20B1EA0038,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0038,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0039,320WE20B1EA0039,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0039,2024-06-01,A,Preseries
WE-20B1,320WE20B1EA0040,320WE20B1EA0040,UMN,UMN,Poly,LD Wagon E 320WE20B1EA0040,2024-06-01,A,Preseries
WW-10A1,320WW10A1BA0001,320WW10A1BA0001,UMN,UMN,ProtoServices,LD Wagon W 320WW10A1BA0001,2024-06-01,A,Preseries
WW-10A1,320WW10A1BA0002,320WW10A1BA0002,UMN,UMN,ProtoServices,LD Wagon W 320WW10A1BA0002,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0001,320WW10A1EA0001,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0001,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0002,320WW10A1EA0002,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0002,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0003,320WW10A1EA0003,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0003,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0004,320WW10A1EA0004,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0004,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0005,320WW10A1EA0005,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0005,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0006,320WW10A1EA0006,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0006,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0007,320WW10A1EA0007,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0007,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0008,320WW10A1EA0008,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0008,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0009,320WW10A1EA0009,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0009,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0010,320WW10A1EA0010,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0010,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0011,320WW10A1EA0011,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0011,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0012,320WW10A1EA0012,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0012,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0013,320WW10A1EA0013,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0013,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0014,320WW10A1EA0014,UMN,UMN,PCBWay,LD Wagon W 320WW10A1EA0014,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0015,320WW10A1EA0015,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0015,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0016,320WW10A1EA0016,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0016,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0017,320WW10A1EA0017,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0017,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0018,320WW10A1EA0018,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0018,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0019,320WW10A1EA0019,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0019,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0020,320WW10A1EA0020,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0020,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0021,320WW10A1EA0021,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0021,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0022,320WW10A1EA0022,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0022,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0023,320WW10A1EA0023,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0023,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0024,320WW10A1EA0024,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0024,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0025,320WW10A1EA0025,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0025,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0026,320WW10A1EA0026,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0026,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0027,320WW10A1EA0027,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0027,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0028,320WW10A1EA0028,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0028,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0029,320WW10A1EA0029,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0029,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0030,320WW10A1EA0030,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0030,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0031,320WW10A1EA0031,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0031,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0032,320WW10A1EA0032,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0032,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0033,320WW10A1EA0033,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0033,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0034,320WW10A1EA0034,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0034,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0035,320WW10A1EA0035,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0035,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0036,320WW10A1EA0036,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0036,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0037,320WW10A1EA0037,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0037,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0038,320WW10A1EA0038,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0038,2024-06-01,A,Preseries
WW-10A1,320WW10A1EA0039,320WW10A1EA0039,UMN,UMN,Poly,LD Wagon W 320WW10A1EA0039,2024-06-01,A,Preseries
WW-11A1,320WW11A1P10001,320WW11A1P10001,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10001,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10002,320WW11A1P10002,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10002,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10003,320WW11A1P10003,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10003,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10004,320WW11A1P10004,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10004,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10009,320WW11A1P10009,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10009,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10010,320WW11A1P10010,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10010,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10011,320WW11A1P10011,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10011,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10012,320WW11A1P10012,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10012,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10013,320WW11A1P10013,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10013,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10014,320WW11A1P10014,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10014,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10015,320WW11A1P10015,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10015,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10016,320WW11A1P10016,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10016,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10017,320WW11A1P10017,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10017,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10018,320WW11A1P10018,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10018,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10019,320WW11A1P10019,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10019,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10020,320WW11A1P10020,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10020,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10021,320WW11A1P10021,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10021,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10022,320WW11A1P10022,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10022,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10023,320WW11A1P10023,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10023,2024-09-01,1,Preseries
WW-11A1,320WW11A1P10024,320WW11A1P10024,UMN,UMN,PCBWay,LD Wagon W 320WW11A1P10024,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10010,320WW12A1P10010,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10010,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10011,320WW12A1P10011,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10011,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10012,320WW12A1P10012,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10012,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10013,320WW12A1P10013,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10013,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10014,320WW12A1P10014,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10014,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10015,320WW12A1P10015,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10015,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10016,320WW12A1P10016,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10016,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10017,320WW12A1P10017,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10017,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10018,320WW12A1P10018,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10018,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10019,320WW12A1P10019,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10019,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10020,320WW12A1P10020,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10020,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10021,320WW12A1P10021,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10021,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10022,320WW12A1P10022,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10022,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10023,320WW12A1P10023,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10023,2024-09-01,1,Preseries
WW-12A1,320WW12A1P10024,320WW12A1P10024,UMN,UMN,PCBWay,LD Wagon W 320WW12A1P10024,2024-09-01,1,Preseries
WW-20A1,320WW20A1BA0001,320WW20A1BA0001,UMN,UMN,ProtoServices,LD Wagon W 320WW20A1BA0001,2024-06-01,A,Preseries
WW-20A1,320WW20A1BA0002,320WW20A1BA0002,UMN,UMN,ProtoServices,LD Wagon W 320WW20A1BA0002,2024-06-01,A,Preseries
WW-20A1,320WW20A1BA0003,320WW20A1BA0003,UMN,UMN,ProtoServices,LD Wagon W 320WW20A1BA0003,2024-06-01,A,Preseries
WW-20A1,320WW20A1BA0004,320WW20A1BA0004,UMN,UMN,ProtoServices,LD Wagon W 320WW20A1BA0004,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0001,320WW20A1EA0001,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0001,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0002,320WW20A1EA0002,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0002,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0005,320WW20A1EA0005,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0005,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0006,320WW20A1EA0006,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0006,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0007,320WW20A1EA0007,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0007,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0008,320WW20A1EA0008,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0008,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0009,320WW20A1EA0009,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0009,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0010,320WW20A1EA0010,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0010,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0011,320WW20A1EA0011,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0011,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0012,320WW20A1EA0012,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0012,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0013,320WW20A1EA0013,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0013,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0014,320WW20A1EA0014,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0014,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0015,320WW20A1EA0015,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0015,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0016,320WW20A1EA0016,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0016,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0017,320WW20A1EA0017,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0017,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0018,320WW20A1EA0018,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0018,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0019,320WW20A1EA0019,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0019,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0020,320WW20A1EA0020,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0020,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0021,320WW20A1EA0021,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0021,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0022,320WW20A1EA0022,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0022,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0023,320WW20A1EA0023,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0023,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0024,320WW20A1EA0024,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0024,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0025,320WW20A1EA0025,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0025,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0026,320WW20A1EA0026,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0026,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0027,320WW20A1EA0027,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0027,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0028,320WW20A1EA0028,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0028,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0029,320WW20A1EA0029,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0029,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0030,320WW20A1EA0030,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0030,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0031,320WW20A1EA0031,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0031,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0032,320WW20A1EA0032,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0032,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0033,320WW20A1EA0033,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0033,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0034,320WW20A1EA0034,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0034,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0035,320WW20A1EA0035,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0035,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0036,320WW20A1EA0036,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0036,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0037,320WW20A1EA0037,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0037,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0038,320WW20A1EA0038,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0038,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0039,320WW20A1EA0039,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0039,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0040,320WW20A1EA0040,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0040,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0041,320WW20A1EA0041,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0041,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0042,320WW20A1EA0042,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0042,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0043,320WW20A1EA0043,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0043,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0044,320WW20A1EA0044,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0044,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0045,320WW20A1EA0045,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0045,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0046,320WW20A1EA0046,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0046,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0047,320WW20A1EA0047,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0047,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0048,320WW20A1EA0048,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0048,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0049,320WW20A1EA0049,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0049,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0050,320WW20A1EA0050,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0050,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0051,320WW20A1EA0051,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0051,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0052,320WW20A1EA0052,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0052,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0053,320WW20A1EA0053,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0053,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0054,320WW20A1EA0054,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0054,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0055,320WW20A1EA0055,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0055,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0056,320WW20A1EA0056,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0056,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0057,320WW20A1EA0057,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0057,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0058,320WW20A1EA0058,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0058,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0059,320WW20A1EA0059,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0059,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0060,320WW20A1EA0060,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0060,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0061,320WW20A1EA0061,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0061,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0062,320WW20A1EA0062,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0062,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0063,320WW20A1EA0063,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0063,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0064,320WW20A1EA0064,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0064,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0065,320WW20A1EA0065,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0065,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0066,320WW20A1EA0066,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0066,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0067,320WW20A1EA0067,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0067,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0068,320WW20A1EA0068,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0068,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0069,320WW20A1EA0069,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0069,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0070,320WW20A1EA0070,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0070,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0071,320WW20A1EA0071,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0071,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0072,320WW20A1EA0072,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0072,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0073,320WW20A1EA0073,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0073,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0074,320WW20A1EA0074,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0074,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0075,320WW20A1EA0075,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0075,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0076,320WW20A1EA0076,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0076,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0077,320WW20A1EA0077,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0077,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0078,320WW20A1EA0078,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0078,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0079,320WW20A1EA0079,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0079,2024-06-01,A,Preseries
WW-20A1,320WW20A1EA0080,320WW20A1EA0080,UMN,UMN,Poly,LD Wagon W 320WW20A1EA0080,2024-06-01,A,Preseries
